variant,event_id,op_id,core,source_core_id,pipe,start,end
control,COPY_OUT##2232,2232,1,0,PIPE_MTE3,245262,245266
control,COPY_IN##2230,2230,1,0,PIPE_MTE2,245745,247389
control,RELU##1198,1198,1,0,PIPE_V,245786,246310
control,RELU##1199,1199,1,0,PIPE_V,246310,246834
control,REDUCE##1200,1200,1,0,PIPE_V,246834,247358
control,ADD##1201,1201,1,0,PIPE_V,247358,247882
control,COPY_OUT##2233,2233,1,0,PIPE_MTE3,247358,247362
control,RELU##1202,1202,1,0,PIPE_V,247882,248406
control,RELU##1203,1203,1,0,PIPE_V,248406,248930
control,REDUCE##1204,1204,1,0,PIPE_V,248930,249454
control,ADD##1205,1205,1,0,PIPE_V,249454,249978
control,COPY_OUT##2234,2234,1,0,PIPE_MTE3,249454,249455
control,RELU##1206,1206,1,0,PIPE_V,249978,250502
control,RELU##1207,1207,1,0,PIPE_V,250502,251026
control,REDUCE##1208,1208,1,0,PIPE_V,251026,251550
control,COPY_OUT##2235,2235,1,0,PIPE_MTE3,251550,251551
control,COPY_IN##2254,2254,1,0,PIPE_MTE2,254548,254549
control,COPY_IN##2255,2255,1,0,PIPE_MTE2,254549,254550
control,ADD##1241,1241,1,0,PIPE_V,254550,254563
control,COPY_IN##2256,2256,1,0,PIPE_MTE2,254550,254551
control,COPY_IN##2257,2257,1,0,PIPE_MTE2,254551,254552
control,COPY_IN##2258,2258,1,0,PIPE_MTE2,254552,254553
control,COPY_IN##2259,2259,1,0,PIPE_MTE2,254553,254554
control,COPY_IN##2260,2260,1,0,PIPE_MTE2,254554,254555
control,COPY_IN##2261,2261,1,0,PIPE_MTE2,254555,254556
control,COPY_IN##2262,2262,1,0,PIPE_MTE2,254556,254557
control,COPY_IN##2263,2263,1,0,PIPE_MTE2,254557,254558
control,COPY_IN##2264,2264,1,0,PIPE_MTE2,254558,254559
control,COPY_IN##2265,2265,1,0,PIPE_MTE2,254559,254560
control,ADD##1242,1242,1,0,PIPE_V,254563,254576
control,ADD##1247,1247,1,0,PIPE_V,254576,254589
control,ADD##1243,1243,1,0,PIPE_V,254589,254602
control,ADD##1244,1244,1,0,PIPE_V,254602,254615
control,ADD##1248,1248,1,0,PIPE_V,254615,254628
control,ADD##1250,1250,1,0,PIPE_V,254628,254641
control,ADD##1245,1245,1,0,PIPE_V,254641,254654
control,ADD##1246,1246,1,0,PIPE_V,254654,254667
control,ADD##1249,1249,1,0,PIPE_V,254667,254680
control,ADD##1251,1251,1,0,PIPE_V,254680,254693
control,COPY_OUT##2266,2266,1,0,PIPE_MTE3,254693,254694
control,COPY_IN##2267,2267,1,0,PIPE_MTE2,254794,255341
control,COPY_IN##2271,2271,1,0,PIPE_MTE2,255341,255342
control,ADD##1252,1252,1,0,PIPE_V,255342,255866
control,COPY_IN##2268,2268,1,0,PIPE_MTE2,255342,256279
control,RELU##1253,1253,1,0,PIPE_V,255866,256390
control,COPY_IN##2269,2269,1,0,PIPE_MTE2,256279,257921
control,RELU##1254,1254,1,0,PIPE_V,256390,256914
control,REDUCE##1255,1255,1,0,PIPE_V,256914,257438
control,ADD##1256,1256,1,0,PIPE_V,257438,257962
control,COPY_OUT##2272,2272,1,0,PIPE_MTE3,257438,257442
control,COPY_IN##2270,2270,1,0,PIPE_MTE2,257921,259565
control,RELU##1257,1257,1,0,PIPE_V,257962,258486
control,RELU##1258,1258,1,0,PIPE_V,258486,259010
control,REDUCE##1259,1259,1,0,PIPE_V,259010,259534
control,ADD##1260,1260,1,0,PIPE_V,259534,260058
control,COPY_OUT##2273,2273,1,0,PIPE_MTE3,259534,259538
control,RELU##1261,1261,1,0,PIPE_V,260058,260582
control,RELU##1262,1262,1,0,PIPE_V,260582,261106
control,REDUCE##1263,1263,1,0,PIPE_V,261106,261630
control,ADD##1264,1264,1,0,PIPE_V,261630,262154
control,COPY_OUT##2274,2274,1,0,PIPE_MTE3,261630,261631
control,RELU##1265,1265,1,0,PIPE_V,262154,262678
control,RELU##1266,1266,1,0,PIPE_V,262678,263202
control,REDUCE##1267,1267,1,0,PIPE_V,263202,263726
control,COPY_OUT##2275,2275,1,0,PIPE_MTE3,263726,263727
control,COPY_IN##2294,2294,1,0,PIPE_MTE2,266724,266725
control,COPY_IN##2295,2295,1,0,PIPE_MTE2,266725,266726
control,ADD##1300,1300,1,0,PIPE_V,266726,266739
control,COPY_IN##2296,2296,1,0,PIPE_MTE2,266726,266727
control,COPY_IN##2297,2297,1,0,PIPE_MTE2,266727,266728
control,COPY_IN##2298,2298,1,0,PIPE_MTE2,266728,266729
control,COPY_IN##2299,2299,1,0,PIPE_MTE2,266729,266730
control,COPY_IN##2300,2300,1,0,PIPE_MTE2,266730,266731
control,COPY_IN##2301,2301,1,0,PIPE_MTE2,266731,266732
control,COPY_IN##2302,2302,1,0,PIPE_MTE2,266732,266733
control,COPY_IN##2303,2303,1,0,PIPE_MTE2,266733,266734
control,COPY_IN##2304,2304,1,0,PIPE_MTE2,266734,266735
control,COPY_IN##2305,2305,1,0,PIPE_MTE2,266735,266736
control,ADD##1301,1301,1,0,PIPE_V,266739,266752
control,ADD##1306,1306,1,0,PIPE_V,266752,266765
control,ADD##1302,1302,1,0,PIPE_V,266765,266778
control,ADD##1303,1303,1,0,PIPE_V,266778,266791
control,ADD##1307,1307,1,0,PIPE_V,266791,266804
control,ADD##1309,1309,1,0,PIPE_V,266804,266817
control,ADD##1304,1304,1,0,PIPE_V,266817,266830
control,ADD##1305,1305,1,0,PIPE_V,266830,266843
control,ADD##1308,1308,1,0,PIPE_V,266843,266856
control,ADD##1310,1310,1,0,PIPE_V,266856,266869
control,COPY_OUT##2306,2306,1,0,PIPE_MTE3,266869,266870
control,COPY_IN##2307,2307,1,0,PIPE_MTE2,266970,267517
control,COPY_IN##2311,2311,1,0,PIPE_MTE2,267517,267518
control,ADD##1311,1311,1,0,PIPE_V,267518,268042
control,COPY_IN##2308,2308,1,0,PIPE_MTE2,267518,268455
control,RELU##1312,1312,1,0,PIPE_V,268042,268566
control,COPY_IN##2309,2309,1,0,PIPE_MTE2,268455,270097
control,RELU##1313,1313,1,0,PIPE_V,268566,269090
control,REDUCE##1314,1314,1,0,PIPE_V,269090,269614
control,ADD##1315,1315,1,0,PIPE_V,269614,270138
control,COPY_OUT##2312,2312,1,0,PIPE_MTE3,269614,269618
control,COPY_IN##2310,2310,1,0,PIPE_MTE2,270097,271741
control,RELU##1316,1316,1,0,PIPE_V,270138,270662
control,RELU##1317,1317,1,0,PIPE_V,270662,271186
control,REDUCE##1318,1318,1,0,PIPE_V,271186,271710
control,ADD##1319,1319,1,0,PIPE_V,271710,272234
control,COPY_OUT##2313,2313,1,0,PIPE_MTE3,271710,271714
control,RELU##1320,1320,1,0,PIPE_V,272234,272758
control,RELU##1321,1321,1,0,PIPE_V,272758,273282
control,REDUCE##1322,1322,1,0,PIPE_V,273282,273806
control,ADD##1323,1323,1,0,PIPE_V,273806,274330
control,COPY_OUT##2314,2314,1,0,PIPE_MTE3,273806,273807
control,RELU##1324,1324,1,0,PIPE_V,274330,274854
control,RELU##1325,1325,1,0,PIPE_V,274854,275378
control,REDUCE##1326,1326,1,0,PIPE_V,275378,275902
control,COPY_OUT##2315,2315,1,0,PIPE_MTE3,275902,275903
control,COPY_IN##2334,2334,1,0,PIPE_MTE2,278900,278901
control,COPY_IN##2335,2335,1,0,PIPE_MTE2,278901,278902
control,ADD##1359,1359,1,0,PIPE_V,278902,278915
control,COPY_IN##2336,2336,1,0,PIPE_MTE2,278902,278903
control,COPY_IN##2337,2337,1,0,PIPE_MTE2,278903,278904
control,COPY_IN##2338,2338,1,0,PIPE_MTE2,278904,278905
control,COPY_IN##2339,2339,1,0,PIPE_MTE2,278905,278906
control,COPY_IN##2340,2340,1,0,PIPE_MTE2,278906,278907
control,COPY_IN##2341,2341,1,0,PIPE_MTE2,278907,278908
control,COPY_IN##2342,2342,1,0,PIPE_MTE2,278908,278909
control,COPY_IN##2343,2343,1,0,PIPE_MTE2,278909,278910
control,COPY_IN##2344,2344,1,0,PIPE_MTE2,278910,278911
control,COPY_IN##2345,2345,1,0,PIPE_MTE2,278911,278912
control,ADD##1360,1360,1,0,PIPE_V,278915,278928
control,ADD##1365,1365,1,0,PIPE_V,278928,278941
control,ADD##1361,1361,1,0,PIPE_V,278941,278954
control,ADD##1362,1362,1,0,PIPE_V,278954,278967
control,ADD##1366,1366,1,0,PIPE_V,278967,278980
control,ADD##1368,1368,1,0,PIPE_V,278980,278993
control,ADD##1363,1363,1,0,PIPE_V,278993,279006
control,ADD##1364,1364,1,0,PIPE_V,279006,279019
control,ADD##1367,1367,1,0,PIPE_V,279019,279032
control,ADD##1369,1369,1,0,PIPE_V,279032,279045
control,COPY_OUT##2346,2346,1,0,PIPE_MTE3,279045,279046
control,COPY_IN##2347,2347,1,0,PIPE_MTE2,279146,279693
control,COPY_IN##2351,2351,1,0,PIPE_MTE2,279693,279694
control,ADD##1370,1370,1,0,PIPE_V,279694,280218
control,COPY_IN##2348,2348,1,0,PIPE_MTE2,279694,280631
control,RELU##1371,1371,1,0,PIPE_V,280218,280742
control,COPY_IN##2349,2349,1,0,PIPE_MTE2,280631,282273
control,RELU##1372,1372,1,0,PIPE_V,280742,281266
control,REDUCE##1373,1373,1,0,PIPE_V,281266,281790
control,ADD##1374,1374,1,0,PIPE_V,281790,282314
control,COPY_OUT##2352,2352,1,0,PIPE_MTE3,281790,281794
control,COPY_IN##2350,2350,1,0,PIPE_MTE2,282273,283917
control,RELU##1375,1375,1,0,PIPE_V,282314,282838
control,RELU##1376,1376,1,0,PIPE_V,282838,283362
control,REDUCE##1377,1377,1,0,PIPE_V,283362,283886
control,ADD##1378,1378,1,0,PIPE_V,283886,284410
control,COPY_OUT##2353,2353,1,0,PIPE_MTE3,283886,283890
control,RELU##1379,1379,1,0,PIPE_V,284410,284934
control,RELU##1380,1380,1,0,PIPE_V,284934,285458
control,REDUCE##1381,1381,1,0,PIPE_V,285458,285982
control,ADD##1382,1382,1,0,PIPE_V,285982,286506
control,COPY_OUT##2354,2354,1,0,PIPE_MTE3,285982,285983
control,RELU##1383,1383,1,0,PIPE_V,286506,287030
control,RELU##1384,1384,1,0,PIPE_V,287030,287554
control,REDUCE##1385,1385,1,0,PIPE_V,287554,288078
control,COPY_OUT##2355,2355,1,0,PIPE_MTE3,288078,288079
control,COPY_IN##2374,2374,1,0,PIPE_MTE2,291076,291077
control,COPY_IN##2375,2375,1,0,PIPE_MTE2,291077,291078
control,ADD##1418,1418,1,0,PIPE_V,291078,291091
control,COPY_IN##2376,2376,1,0,PIPE_MTE2,291078,291079
control,COPY_IN##2377,2377,1,0,PIPE_MTE2,291079,291080
control,COPY_IN##2378,2378,1,0,PIPE_MTE2,291080,291081
control,COPY_IN##2379,2379,1,0,PIPE_MTE2,291081,291082
control,COPY_IN##2380,2380,1,0,PIPE_MTE2,291082,291083
control,COPY_IN##2381,2381,1,0,PIPE_MTE2,291083,291084
control,COPY_IN##2382,2382,1,0,PIPE_MTE2,291084,291085
control,COPY_IN##2383,2383,1,0,PIPE_MTE2,291085,291086
control,COPY_IN##2384,2384,1,0,PIPE_MTE2,291086,291087
control,COPY_IN##2385,2385,1,0,PIPE_MTE2,291087,291088
control,ADD##1419,1419,1,0,PIPE_V,291091,291104
control,ADD##1424,1424,1,0,PIPE_V,291104,291117
control,ADD##1420,1420,1,0,PIPE_V,291117,291130
control,ADD##1421,1421,1,0,PIPE_V,291130,291143
control,ADD##1425,1425,1,0,PIPE_V,291143,291156
control,ADD##1427,1427,1,0,PIPE_V,291156,291169
control,ADD##1422,1422,1,0,PIPE_V,291169,291182
control,ADD##1423,1423,1,0,PIPE_V,291182,291195
control,ADD##1426,1426,1,0,PIPE_V,291195,291208
control,ADD##1428,1428,1,0,PIPE_V,291208,291221
control,COPY_OUT##2386,2386,1,0,PIPE_MTE3,291221,291222
control,COPY_IN##1438,1438,2,1,PIPE_MTE2,0,1641
control,RELU##29,29,2,1,PIPE_V,1641,2165
control,COPY_IN##1439,1439,2,1,PIPE_MTE2,1641,3282
control,RELU##30,30,2,1,PIPE_V,2165,2689
control,RELU##31,31,2,1,PIPE_V,2689,3213
control,REDUCE##32,32,2,1,PIPE_V,3213,3737
control,COPY_IN##1440,1440,2,1,PIPE_MTE2,3282,4926
control,RELU##33,33,2,1,PIPE_V,3737,4261
control,COPY_OUT##1442,1442,2,1,PIPE_MTE3,3737,3743
control,RELU##34,34,2,1,PIPE_V,4261,4785
control,RELU##35,35,2,1,PIPE_V,4785,5309
control,COPY_IN##1441,1441,2,1,PIPE_MTE2,4926,6570
control,REDUCE##36,36,2,1,PIPE_V,5309,5833
control,RELU##37,37,2,1,PIPE_V,5833,6357
control,COPY_OUT##1443,1443,2,1,PIPE_MTE3,5833,5839
control,RELU##38,38,2,1,PIPE_V,6357,6881
control,RELU##39,39,2,1,PIPE_V,6881,7405
control,REDUCE##40,40,2,1,PIPE_V,7405,7929
control,RELU##41,41,2,1,PIPE_V,7929,8453
control,COPY_OUT##1444,1444,2,1,PIPE_MTE3,7929,7932
control,RELU##42,42,2,1,PIPE_V,8453,8977
control,RELU##43,43,2,1,PIPE_V,8977,9501
control,REDUCE##44,44,2,1,PIPE_V,9501,10025
control,COPY_OUT##1445,1445,2,1,PIPE_MTE3,10025,10028
control,COPY_IN##1476,1476,2,1,PIPE_MTE2,12174,13815
control,COPY_IN##1480,1480,2,1,PIPE_MTE2,13815,13818
control,ADD##88,88,2,1,PIPE_V,13818,14342
control,COPY_IN##1477,1477,2,1,PIPE_MTE2,13818,15460
control,RELU##89,89,2,1,PIPE_V,14342,14866
control,RELU##90,90,2,1,PIPE_V,14866,15390
control,REDUCE##91,91,2,1,PIPE_V,15390,15914
control,COPY_IN##1478,1478,2,1,PIPE_MTE2,15460,16751
control,ADD##92,92,2,1,PIPE_V,15914,16438
control,COPY_OUT##1481,1481,2,1,PIPE_MTE3,15914,15919
control,RELU##93,93,2,1,PIPE_V,16438,16962
control,COPY_IN##1479,1479,2,1,PIPE_MTE2,16751,17845
control,RELU##94,94,2,1,PIPE_V,16962,17486
control,REDUCE##95,95,2,1,PIPE_V,17486,18010
control,ADD##96,96,2,1,PIPE_V,18010,18534
control,COPY_OUT##1482,1482,2,1,PIPE_MTE3,18010,18012
control,RELU##97,97,2,1,PIPE_V,18534,19058
control,RELU##98,98,2,1,PIPE_V,19058,19582
control,REDUCE##99,99,2,1,PIPE_V,19582,20106
control,ADD##100,100,2,1,PIPE_V,20106,20630
control,COPY_OUT##1483,1483,2,1,PIPE_MTE3,20106,20108
control,RELU##101,101,2,1,PIPE_V,20630,21154
control,RELU##102,102,2,1,PIPE_V,21154,21678
control,REDUCE##103,103,2,1,PIPE_V,21678,22202
control,COPY_OUT##1484,1484,2,1,PIPE_MTE3,22202,22204
control,COPY_IN##1516,1516,2,1,PIPE_MTE2,24350,25991
control,COPY_IN##1520,1520,2,1,PIPE_MTE2,25991,25994
control,ADD##147,147,2,1,PIPE_V,25994,26518
control,COPY_IN##1517,1517,2,1,PIPE_MTE2,25994,27636
control,RELU##148,148,2,1,PIPE_V,26518,27042
control,RELU##149,149,2,1,PIPE_V,27042,27566
control,REDUCE##150,150,2,1,PIPE_V,27566,28090
control,COPY_IN##1518,1518,2,1,PIPE_MTE2,27636,28927
control,ADD##151,151,2,1,PIPE_V,28090,28614
control,COPY_OUT##1521,1521,2,1,PIPE_MTE3,28090,28095
control,RELU##152,152,2,1,PIPE_V,28614,29138
control,COPY_IN##1519,1519,2,1,PIPE_MTE2,28927,30021
control,RELU##153,153,2,1,PIPE_V,29138,29662
control,REDUCE##154,154,2,1,PIPE_V,29662,30186
control,ADD##155,155,2,1,PIPE_V,30186,30710
control,COPY_OUT##1522,1522,2,1,PIPE_MTE3,30186,30188
control,RELU##156,156,2,1,PIPE_V,30710,31234
control,RELU##157,157,2,1,PIPE_V,31234,31758
control,REDUCE##158,158,2,1,PIPE_V,31758,32282
control,ADD##159,159,2,1,PIPE_V,32282,32806
control,COPY_OUT##1523,1523,2,1,PIPE_MTE3,32282,32284
control,RELU##160,160,2,1,PIPE_V,32806,33330
control,RELU##161,161,2,1,PIPE_V,33330,33854
control,REDUCE##162,162,2,1,PIPE_V,33854,34378
control,COPY_OUT##1524,1524,2,1,PIPE_MTE3,34378,34380
control,COPY_IN##1556,1556,2,1,PIPE_MTE2,36526,38167
control,COPY_IN##1560,1560,2,1,PIPE_MTE2,38167,38170
control,ADD##206,206,2,1,PIPE_V,38170,38694
control,COPY_IN##1557,1557,2,1,PIPE_MTE2,38170,39812
control,RELU##207,207,2,1,PIPE_V,38694,39218
control,RELU##208,208,2,1,PIPE_V,39218,39742
control,REDUCE##209,209,2,1,PIPE_V,39742,40266
control,COPY_IN##1558,1558,2,1,PIPE_MTE2,39812,41103
control,ADD##210,210,2,1,PIPE_V,40266,40790
control,COPY_OUT##1561,1561,2,1,PIPE_MTE3,40266,40271
control,RELU##211,211,2,1,PIPE_V,40790,41314
control,COPY_IN##1559,1559,2,1,PIPE_MTE2,41103,42197
control,RELU##212,212,2,1,PIPE_V,41314,41838
control,REDUCE##213,213,2,1,PIPE_V,41838,42362
control,ADD##214,214,2,1,PIPE_V,42362,42886
control,COPY_OUT##1562,1562,2,1,PIPE_MTE3,42362,42364
control,RELU##215,215,2,1,PIPE_V,42886,43410
control,RELU##216,216,2,1,PIPE_V,43410,43934
control,REDUCE##217,217,2,1,PIPE_V,43934,44458
control,ADD##218,218,2,1,PIPE_V,44458,44982
control,COPY_OUT##1563,1563,2,1,PIPE_MTE3,44458,44460
control,RELU##219,219,2,1,PIPE_V,44982,45506
control,RELU##220,220,2,1,PIPE_V,45506,46030
control,REDUCE##221,221,2,1,PIPE_V,46030,46554
control,COPY_OUT##1564,1564,2,1,PIPE_MTE3,46554,46556
control,COPY_IN##1596,1596,2,1,PIPE_MTE2,48702,50343
control,COPY_IN##1600,1600,2,1,PIPE_MTE2,50343,50346
control,ADD##265,265,2,1,PIPE_V,50346,50870
control,COPY_IN##1597,1597,2,1,PIPE_MTE2,50346,51988
control,RELU##266,266,2,1,PIPE_V,50870,51394
control,RELU##267,267,2,1,PIPE_V,51394,51918
control,REDUCE##268,268,2,1,PIPE_V,51918,52442
control,COPY_IN##1598,1598,2,1,PIPE_MTE2,51988,53279
control,ADD##269,269,2,1,PIPE_V,52442,52966
control,COPY_OUT##1601,1601,2,1,PIPE_MTE3,52442,52447
control,RELU##270,270,2,1,PIPE_V,52966,53490
control,COPY_IN##1599,1599,2,1,PIPE_MTE2,53279,54373
control,RELU##271,271,2,1,PIPE_V,53490,54014
control,REDUCE##272,272,2,1,PIPE_V,54014,54538
control,ADD##273,273,2,1,PIPE_V,54538,55062
control,COPY_OUT##1602,1602,2,1,PIPE_MTE3,54538,54540
control,RELU##274,274,2,1,PIPE_V,55062,55586
control,RELU##275,275,2,1,PIPE_V,55586,56110
control,REDUCE##276,276,2,1,PIPE_V,56110,56634
control,ADD##277,277,2,1,PIPE_V,56634,57158
control,COPY_OUT##1603,1603,2,1,PIPE_MTE3,56634,56636
control,RELU##278,278,2,1,PIPE_V,57158,57682
control,RELU##279,279,2,1,PIPE_V,57682,58206
control,REDUCE##280,280,2,1,PIPE_V,58206,58730
control,COPY_OUT##1604,1604,2,1,PIPE_MTE3,58730,58732
control,COPY_IN##1636,1636,2,1,PIPE_MTE2,60878,62519
control,COPY_IN##1640,1640,2,1,PIPE_MTE2,62519,62522
control,ADD##324,324,2,1,PIPE_V,62522,63046
control,COPY_IN##1637,1637,2,1,PIPE_MTE2,62522,64164
control,RELU##325,325,2,1,PIPE_V,63046,63570
control,RELU##326,326,2,1,PIPE_V,63570,64094
control,REDUCE##327,327,2,1,PIPE_V,64094,64618
control,COPY_IN##1638,1638,2,1,PIPE_MTE2,64164,65455
control,ADD##328,328,2,1,PIPE_V,64618,65142
control,COPY_OUT##1641,1641,2,1,PIPE_MTE3,64618,64623
control,RELU##329,329,2,1,PIPE_V,65142,65666
control,COPY_IN##1639,1639,2,1,PIPE_MTE2,65455,66549
control,RELU##330,330,2,1,PIPE_V,65666,66190
control,REDUCE##331,331,2,1,PIPE_V,66190,66714
control,ADD##332,332,2,1,PIPE_V,66714,67238
control,COPY_OUT##1642,1642,2,1,PIPE_MTE3,66714,66716
control,RELU##333,333,2,1,PIPE_V,67238,67762
control,RELU##334,334,2,1,PIPE_V,67762,68286
control,REDUCE##335,335,2,1,PIPE_V,68286,68810
control,ADD##336,336,2,1,PIPE_V,68810,69334
control,COPY_OUT##1643,1643,2,1,PIPE_MTE3,68810,68812
control,RELU##337,337,2,1,PIPE_V,69334,69858
control,RELU##338,338,2,1,PIPE_V,69858,70382
control,REDUCE##339,339,2,1,PIPE_V,70382,70906
control,COPY_OUT##1644,1644,2,1,PIPE_MTE3,70906,70908
control,COPY_IN##1676,1676,2,1,PIPE_MTE2,73054,74695
control,COPY_IN##1680,1680,2,1,PIPE_MTE2,74695,74698
control,ADD##383,383,2,1,PIPE_V,74698,75222
control,COPY_IN##1677,1677,2,1,PIPE_MTE2,74698,76340
control,RELU##384,384,2,1,PIPE_V,75222,75746
control,RELU##385,385,2,1,PIPE_V,75746,76270
control,REDUCE##386,386,2,1,PIPE_V,76270,76794
control,COPY_IN##1678,1678,2,1,PIPE_MTE2,76340,77631
control,ADD##387,387,2,1,PIPE_V,76794,77318
control,COPY_OUT##1681,1681,2,1,PIPE_MTE3,76794,76799
control,RELU##388,388,2,1,PIPE_V,77318,77842
control,COPY_IN##1679,1679,2,1,PIPE_MTE2,77631,78725
control,RELU##389,389,2,1,PIPE_V,77842,78366
control,REDUCE##390,390,2,1,PIPE_V,78366,78890
control,ADD##391,391,2,1,PIPE_V,78890,79414
control,COPY_OUT##1682,1682,2,1,PIPE_MTE3,78890,78892
control,RELU##392,392,2,1,PIPE_V,79414,79938
control,RELU##393,393,2,1,PIPE_V,79938,80462
control,REDUCE##394,394,2,1,PIPE_V,80462,80986
control,ADD##395,395,2,1,PIPE_V,80986,81510
control,COPY_OUT##1683,1683,2,1,PIPE_MTE3,80986,80988
control,RELU##396,396,2,1,PIPE_V,81510,82034
control,RELU##397,397,2,1,PIPE_V,82034,82558
control,REDUCE##398,398,2,1,PIPE_V,82558,83082
control,COPY_OUT##1684,1684,2,1,PIPE_MTE3,83082,83084
control,COPY_IN##1716,1716,2,1,PIPE_MTE2,85230,86871
control,COPY_IN##1720,1720,2,1,PIPE_MTE2,86871,86874
control,ADD##442,442,2,1,PIPE_V,86874,87398
control,COPY_IN##1717,1717,2,1,PIPE_MTE2,86874,88516
control,RELU##443,443,2,1,PIPE_V,87398,87922
control,RELU##444,444,2,1,PIPE_V,87922,88446
control,REDUCE##445,445,2,1,PIPE_V,88446,88970
control,COPY_IN##1718,1718,2,1,PIPE_MTE2,88516,89807
control,ADD##446,446,2,1,PIPE_V,88970,89494
control,COPY_OUT##1721,1721,2,1,PIPE_MTE3,88970,88975
control,RELU##447,447,2,1,PIPE_V,89494,90018
control,COPY_IN##1719,1719,2,1,PIPE_MTE2,89807,90901
control,RELU##448,448,2,1,PIPE_V,90018,90542
control,REDUCE##449,449,2,1,PIPE_V,90542,91066
control,ADD##450,450,2,1,PIPE_V,91066,91590
control,COPY_OUT##1722,1722,2,1,PIPE_MTE3,91066,91068
control,RELU##451,451,2,1,PIPE_V,91590,92114
control,RELU##452,452,2,1,PIPE_V,92114,92638
control,REDUCE##453,453,2,1,PIPE_V,92638,93162
control,ADD##454,454,2,1,PIPE_V,93162,93686
control,COPY_OUT##1723,1723,2,1,PIPE_MTE3,93162,93164
control,RELU##455,455,2,1,PIPE_V,93686,94210
control,RELU##456,456,2,1,PIPE_V,94210,94734
control,REDUCE##457,457,2,1,PIPE_V,94734,95258
control,COPY_OUT##1724,1724,2,1,PIPE_MTE3,95258,95260
control,COPY_IN##1756,1756,2,1,PIPE_MTE2,97406,99047
control,COPY_IN##1760,1760,2,1,PIPE_MTE2,99047,99050
control,ADD##501,501,2,1,PIPE_V,99050,99574
control,COPY_IN##1757,1757,2,1,PIPE_MTE2,99050,100692
control,RELU##502,502,2,1,PIPE_V,99574,100098
control,RELU##503,503,2,1,PIPE_V,100098,100622
control,REDUCE##504,504,2,1,PIPE_V,100622,101146
control,COPY_IN##1758,1758,2,1,PIPE_MTE2,100692,101983
control,ADD##505,505,2,1,PIPE_V,101146,101670
control,COPY_OUT##1761,1761,2,1,PIPE_MTE3,101146,101151
control,RELU##506,506,2,1,PIPE_V,101670,102194
control,COPY_IN##1759,1759,2,1,PIPE_MTE2,101983,103077
control,RELU##507,507,2,1,PIPE_V,102194,102718
control,REDUCE##508,508,2,1,PIPE_V,102718,103242
control,ADD##509,509,2,1,PIPE_V,103242,103766
control,COPY_OUT##1762,1762,2,1,PIPE_MTE3,103242,103244
control,RELU##510,510,2,1,PIPE_V,103766,104290
control,RELU##511,511,2,1,PIPE_V,104290,104814
control,REDUCE##512,512,2,1,PIPE_V,104814,105338
control,ADD##513,513,2,1,PIPE_V,105338,105862
control,COPY_OUT##1763,1763,2,1,PIPE_MTE3,105338,105340
control,RELU##514,514,2,1,PIPE_V,105862,106386
control,RELU##515,515,2,1,PIPE_V,106386,106910
control,REDUCE##516,516,2,1,PIPE_V,106910,107434
control,COPY_OUT##1764,1764,2,1,PIPE_MTE3,107434,107436
control,COPY_IN##1796,1796,2,1,PIPE_MTE2,109582,111223
control,COPY_IN##1800,1800,2,1,PIPE_MTE2,111223,111226
control,ADD##560,560,2,1,PIPE_V,111226,111750
control,COPY_IN##1797,1797,2,1,PIPE_MTE2,111226,112868
control,RELU##561,561,2,1,PIPE_V,111750,112274
control,RELU##562,562,2,1,PIPE_V,112274,112798
control,REDUCE##563,563,2,1,PIPE_V,112798,113322
control,COPY_IN##1798,1798,2,1,PIPE_MTE2,112868,114159
control,ADD##564,564,2,1,PIPE_V,113322,113846
control,COPY_OUT##1801,1801,2,1,PIPE_MTE3,113322,113327
control,RELU##565,565,2,1,PIPE_V,113846,114370
control,COPY_IN##1799,1799,2,1,PIPE_MTE2,114159,115253
control,RELU##566,566,2,1,PIPE_V,114370,114894
control,REDUCE##567,567,2,1,PIPE_V,114894,115418
control,ADD##568,568,2,1,PIPE_V,115418,115942
control,COPY_OUT##1802,1802,2,1,PIPE_MTE3,115418,115420
control,RELU##569,569,2,1,PIPE_V,115942,116466
control,RELU##570,570,2,1,PIPE_V,116466,116990
control,REDUCE##571,571,2,1,PIPE_V,116990,117514
control,ADD##572,572,2,1,PIPE_V,117514,118038
control,COPY_OUT##1803,1803,2,1,PIPE_MTE3,117514,117516
control,RELU##573,573,2,1,PIPE_V,118038,118562
control,RELU##574,574,2,1,PIPE_V,118562,119086
control,REDUCE##575,575,2,1,PIPE_V,119086,119610
control,COPY_OUT##1804,1804,2,1,PIPE_MTE3,119610,119612
control,COPY_IN##1836,1836,2,1,PIPE_MTE2,121758,123399
control,COPY_IN##1840,1840,2,1,PIPE_MTE2,123399,123402
control,ADD##619,619,2,1,PIPE_V,123402,123926
control,COPY_IN##1837,1837,2,1,PIPE_MTE2,123402,125044
control,RELU##620,620,2,1,PIPE_V,123926,124450
control,RELU##621,621,2,1,PIPE_V,124450,124974
control,REDUCE##622,622,2,1,PIPE_V,124974,125498
control,COPY_IN##1838,1838,2,1,PIPE_MTE2,125044,126335
control,ADD##623,623,2,1,PIPE_V,125498,126022
control,COPY_OUT##1841,1841,2,1,PIPE_MTE3,125498,125503
control,RELU##624,624,2,1,PIPE_V,126022,126546
control,COPY_IN##1839,1839,2,1,PIPE_MTE2,126335,127429
control,RELU##625,625,2,1,PIPE_V,126546,127070
control,REDUCE##626,626,2,1,PIPE_V,127070,127594
